customer_id,avg_order_value,purchase_frequency,recency_days,category_affinity_score
CUST00775,72.0,12,45,0.1
CUST00776,223.0,65,21,0.262
CUST00777,197.0,33,16,0.457
CUST00778,119.0,17,46,0.076
CUST00779,74.0,11,87,0.152
CUST00780,118.0,17,40,0.046
CUST00781,90.0,12,70,0.135
CUST00782,139.0,34,32,0.185
CUST00783,195.0,40,21,0.404
CUST00784,175.0,29,48,0.189
CUST00785,233.0,42,19,0.465
CUST00786,28.0,2,96,0.027
CUST00787,130.0,11,48,0.184
CUST00788,189.0,11,35,0.275
CUST00789,194.0,35,49,0.253
CUST00790,20.0,1,161,0.027
CUST00791,170.0,49,10,0.386
CUST00792,129.0,26,22,0.232
CUST00793,177.0,24,46,0.27
CUST00794,115.0,14,53,0.06
CUST00795,276.0,56,7,0.41
CUST00796,29.0,9,110,0.05
CUST00797,16.0,4,147,0.013
CUST00798,117.0,27,50,0.286
CUST00799,50.0,8,30,0.144
CUST00800,37.0,9,121,0.023
CUST00801,115.0,19,40,0.119
CUST00802,185.0,42,28,0.523
CUST00803,193.0,12,29,0.28
CUST00804,88.0,18,67,0.117
CUST00805,167.0,24,20,0.232
CUST00806,65.0,8,51,0.113
CUST00807,18.0,6,107,0.025
CUST00808,16.0,3,169,0.01
CUST00809,183.0,29,24,0.292
CUST00810,191.0,55,24,0.46
CUST00811,21.0,4,123,0.022
CUST00812,59.0,7,83,0.054
CUST00813,263.0,62,10,0.229
CUST00814,30.0,2,60,0.02
CUST00815,48.0,0,158,0.058
CUST00816,104.0,20,51,0.144
CUST00817,148.0,11,48,0.138
CUST00818,117.0,23,58,0.193
CUST00819,397.0,71,7,0.679
CUST00820,126.0,21,38,0.163
CUST00821,69.0,7,46,0.141
CUST00822,225.0,77,9,0.497
CUST00823,173.0,23,51,0.165
CUST00824,104.0,38,28,0.262
CUST00825,107.0,29,47,0.129
CUST00826,27.0,8,77,0.053
CUST00827,171.0,17,52,0.119
CUST00828,183.0,29,28,0.248
CUST00829,106.0,14,85,0.127
CUST00830,183.0,10,22,0.268
CUST00831,201.0,69,18,0.417
CUST00832,102.0,32,37,0.276
CUST00833,229.0,44,23,0.454
CUST00834,198.0,34,27,0.421
CUST00835,197.0,26,34,0.15
CUST00836,186.0,34,39,0.103
CUST00837,26.0,5,102,0.054
CUST00838,151.0,19,32,0.236
CUST00839,167.0,23,24,0.203
CUST00840,84.0,13,33,0.08
CUST00841,244.0,84,10,0.482
CUST00842,54.0,17,73,0.043
CUST00843,207.0,46,17,0.55
CUST00844,19.0,2,163,0.04
CUST00845,155.0,42,27,0.221
CUST00846,152.0,18,48,0.288
CUST00847,311.0,87,3,0.938
CUST00848,30.0,6,107,0.013
CUST00849,161.0,13,57,0.172
CUST00850,116.0,30,44,0.279
CUST00851,291.0,65,1,0.67
CUST00852,101.0,9,74,0.084
CUST00853,251.0,49,15,0.385
CUST00854,49.0,7,176,0.044
CUST00855,216.0,33,29,0.598
CUST00856,212.0,68,27,0.582
CUST00857,342.0,96,5,0.846
CUST00858,180.0,39,57,0.109
CUST00859,169.0,14,24,0.265
CUST00860,363.0,83,4,0.984
CUST00861,58.0,9,74,0.12
CUST00862,195.0,22,56,0.219
CUST00863,115.0,10,39,0.158
CUST00864,197.0,22,55,0.169
CUST00865,177.0,17,36,0.112
CUST00866,168.0,14,33,0.214
CUST00867,261.0,42,12,0.325
CUST00868,253.0,34,21,0.535
CUST00869,22.0,5,116,0.057
CUST00870,33.0,3,131,0.058
CUST00871,121.0,23,33,0.195
CUST00872,156.0,34,12,0.476
CUST00873,84.0,8,38,0.064
CUST00874,131.0,37,35,0.26
CUST00875,297.0,99,7,0.87
CUST00876,290.0,50,11,0.251
CUST00877,69.0,9,52,0.119
CUST00878,74.0,7,70,0.158
CUST00879,305.0,59,13,0.773
CUST00880,294.0,32,14,0.342
CUST00881,293.0,42,26,0.461
CUST00882,82.0,11,76,0.044
CUST00883,302.0,64,11,0.407
CUST00884,174.0,68,28,0.333
CUST00885,65.0,15,48,0.059
CUST00886,276.0,61,22,0.309
CUST00887,111.0,19,39,0.058
CUST00888,160.0,46,16,0.392
CUST00889,289.0,77,3,0.463
CUST00890,277.0,49,20,0.222
CUST00891,117.0,18,66,0.129
CUST00892,12.0,7,111,0.049
CUST00893,65.0,18,69,0.117
CUST00894,118.0,23,22,0.262
CUST00895,112.0,9,79,0.11
CUST00896,205.0,45,14,0.343
CUST00897,200.0,58,28,0.529
CUST00898,35.0,2,60,0.052
CUST00899,230.0,55,7,0.434
CUST00900,347.0,74,4,0.919
CUST00901,277.0,36,17,0.464
CUST00902,228.0,62,5,0.735
CUST00903,202.0,52,14,0.589
CUST00904,138.0,23,24,0.241
CUST00905,185.0,15,55,0.103
CUST00906,10.0,5,71,0.036
CUST00907,80.0,19,66,0.061
CUST00908,127.0,35,38,0.12
CUST00909,225.0,64,21,0.394
CUST00910,184.0,31,25,0.105
CUST00911,149.0,36,46,0.298
CUST00912,210.0,33,10,0.484
CUST00913,82.0,10,42,0.093
CUST00914,180.0,13,47,0.24
CUST00915,192.0,35,24,0.114
CUST00916,107.0,11,39,0.216
CUST00917,184.0,64,25,0.361
CUST00918,42.0,1,105,0.051
CUST00919,89.0,9,34,0.041
CUST00920,201.0,63,18,0.222
CUST00921,43.0,5,64,0.02
CUST00922,188.0,29,52,0.208
CUST00923,24.0,0,104,0.043
CUST00924,66.0,5,64,0.155
CUST00925,130.0,33,43,0.176
CUST00926,282.0,82,3,0.977
CUST00927,189.0,30,22,0.535
CUST00928,156.0,35,50,0.288
CUST00929,50.0,16,76,0.145
CUST00930,208.0,66,13,0.359
CUST00931,219.0,63,29,0.421
CUST00932,51.0,15,42,0.149
CUST00933,41.0,9,76,0.016
CUST00934,197.0,27,40,0.238
CUST00935,235.0,47,10,0.424
CUST00936,162.0,50,22,0.431
CUST00937,249.0,57,7,0.601
CUST00938,18.0,4,171,0.024
CUST00939,156.0,33,25,0.552
CUST00940,113.0,37,40,0.288
CUST00941,162.0,61,22,0.595
CUST00942,166.0,17,47,0.19
CUST00943,62.0,18,43,0.155
CUST00944,77.0,10,71,0.063
CUST00945,255.0,48,20,0.497
CUST00946,381.0,69,5,0.838
CUST00947,262.0,63,26,0.32
CUST00948,39.0,9,116,0.029
CUST00949,29.0,2,147,0.012
CUST00950,145.0,33,36,0.143
CUST00951,67.0,19,42,0.153
CUST00952,60.0,7,69,0.069
CUST00953,193.0,54,17,0.595
CUST00954,16.0,0,83,0.033
CUST00955,165.0,36,55,0.291
CUST00956,129.0,17,51,0.175
CUST00957,189.0,12,33,0.159
CUST00958,377.0,85,2,0.657
CUST00959,164.0,58,12,0.457
CUST00960,107.0,7,61,0.091
CUST00961,380.0,68,2,0.451
CUST00962,114.0,17,36,0.1
CUST00963,277.0,30,16,0.3
CUST00964,190.0,21,55,0.224
CUST00965,254.0,40,12,0.313
CUST00966,184.0,37,38,0.195
CUST00967,55.0,7,75,0.103
CUST00968,267.0,65,27,0.535
CUST00969,184.0,29,36,0.19
CUST00970,151.0,27,20,0.288
CUST00971,97.0,12,51,0.146
CUST00972,42.0,0,154,0.019
CUST00973,96.0,12,56,0.102
CUST00974,225.0,56,25,0.213
CUST00975,217.0,57,4,0.496
CUST00976,268.0,59,24,0.435
CUST00977,170.0,30,31,0.198
CUST00978,328.0,75,9,0.531
CUST00979,159.0,18,36,0.23
CUST00980,110.0,24,29,0.244
CUST00981,130.0,29,40,0.106
CUST00982,100.0,9,59,0.082
CUST00983,237.0,69,25,0.246
CUST00984,234.0,85,12,0.869
CUST00985,99.0,11,47,0.073
CUST00986,159.0,37,55,0.275
CUST00987,84.0,13,30,0.132
CUST00988,136.0,20,41,0.295
CUST00989,187.0,56,21,0.394
CUST00990,65.0,12,84,0.131
CUST00991,103.0,6,80,0.15
CUST00992,112.0,10,39,0.12
CUST00993,253.0,53,14,0.472
CUST00994,186.0,10,39,0.119
CUST00995,127.0,27,57,0.254
CUST00996,206.0,96,13,0.653
CUST00997,38.0,6,96,0.038
CUST00998,221.0,64,22,0.464
CUST00999,23.0,3,133,0.013
CUST01000,141.0,10,23,0.152
CUST01001,283.0,40,24,0.594
CUST01002,183.0,14,48,0.28
CUST01003,32.0,5,160,0.054
CUST01004,91.0,17,68,0.127
CUST01005,66.0,16,35,0.111
CUST01006,56.0,15,30,0.087
CUST01007,110.0,18,55,0.075
CUST01008,65.0,5,32,0.124
CUST01009,161.0,49,21,0.55
CUST01010,127.0,16,31,0.274
CUST01011,251.0,60,19,0.43
CUST01012,10.0,4,122,0.013
CUST01013,18.0,3,160,0.032
CUST01014,360.0,93,1,0.81
CUST01015,64.0,18,77,0.088
CUST01016,20.0,8,99,0.056
CUST01017,185.0,47,18,0.535
CUST01018,142.0,39,32,0.117
CUST01019,17.0,4,74,0.013
CUST01020,370.0,59,7,0.868
CUST01021,88.0,15,59,0.123
CUST01022,167.0,45,14,0.231
CUST01023,42.0,1,160,0.016
CUST01024,32.0,5,95,0.057
CUST01025,16.0,9,147,0.057
CUST01026,193.0,18,32,0.171
CUST01027,39.0,8,92,0.035
CUST01028,68.0,8,83,0.069
CUST01029,133.0,30,56,0.203
CUST01030,93.0,13,62,0.11
CUST01031,344.0,56,11,0.697
CUST01032,199.0,16,26,0.134
CUST01033,240.0,56,26,0.398
CUST01034,178.0,32,23,0.468
CUST01035,367.0,58,8,0.805
CUST01036,79.0,19,59,0.102
CUST01037,112.0,38,46,0.289
CUST01038,113.0,17,59,0.066
CUST01039,266.0,95,13,0.861
CUST01040,137.0,30,56,0.276
CUST01041,147.0,28,36,0.229
CUST01042,106.0,16,60,0.051
CUST01043,109.0,26,49,0.208
CUST01044,54.0,6,33,0.042
CUST01045,26.0,9,137,0.017
CUST01046,106.0,15,60,0.135
CUST01047,185.0,69,11,0.468
CUST01048,364.0,50,10,0.674
CUST01049,41.0,2,149,0.058
CUST01050,242.0,72,5,0.798
CUST01051,34.0,9,155,0.055
CUST01052,162.0,37,47,0.279
CUST01053,39.0,9,149,0.042
CUST01054,105.0,6,30,0.072
CUST01055,36.0,5,148,0.034
CUST01056,174.0,21,59,0.234
CUST01057,100.0,18,38,0.119
CUST01058,122.0,35,27,0.233
CUST01059,112.0,38,23,0.212
CUST01060,118.0,11,63,0.117
CUST01061,29.0,3,77,0.015
CUST01062,33.0,9,71,0.037
CUST01063,64.0,10,49,0.095
CUST01064,136.0,18,32,0.192
CUST01065,130.0,25,51,0.267
CUST01066,55.0,9,58,0.143
CUST01067,205.0,37,29,0.559
CUST01068,176.0,67,16,0.552
CUST01069,123.0,23,21,0.104
CUST01070,288.0,69,29,0.412
CUST01071,197.0,39,12,0.371
CUST01072,225.0,37,15,0.434
CUST01073,397.0,89,6,0.893
CUST01074,298.0,67,6,0.962
CUST01075,39.0,7,71,0.027
CUST01076,122.0,34,37,0.208
CUST01077,106.0,37,39,0.276
CUST01078,90.0,19,83,0.061
CUST01079,204.0,64,25,0.441
CUST01080,43.0,7,90,0.033
CUST01081,54.0,18,77,0.05
CUST01082,350.0,70,5,0.413
CUST01083,124.0,23,42,0.237
CUST01084,31.0,2,91,0.011
CUST01085,27.0,5,84,0.055
CUST01086,132.0,25,40,0.123
CUST01087,118.0,9,54,0.084
CUST01088,179.0,35,27,0.576
CUST01089,16.0,3,112,0.033
CUST01090,269.0,36,17,0.26
CUST01091,15.0,2,108,0.021
CUST01092,115.0,15,70,0.112
CUST01093,100.0,9,42,0.093
CUST01094,105.0,34,48,0.265
CUST01095,167.0,32,20,0.27
CUST01096,163.0,42,12,0.203
CUST01097,192.0,30,12,0.358
CUST01098,168.0,69,12,0.38
CUST01099,75.0,5,81,0.064
CUST01100,166.0,14,46,0.278
CUST01101,313.0,91,6,0.486
CUST01102,30.0,3,127,0.026
CUST01103,20.0,0,150,0.015
CUST01104,46.0,9,94,0.035
CUST01105,45.0,4,138,0.044
CUST01106,286.0,63,24,0.403
CUST01107,154.0,28,36,0.233
CUST01108,51.0,8,67,0.087
CUST01109,63.0,7,63,0.047
CUST01110,232.0,46,23,0.451
CUST01111,90.0,6,67,0.052
CUST01112,199.0,31,10,0.375
CUST01113,240.0,41,13,0.455
CUST01114,150.0,30,27,0.285
CUST01115,159.0,30,35,0.176
CUST01116,171.0,35,47,0.105
CUST01117,278.0,55,7,0.736
CUST01118,13.0,9,71,0.038
CUST01119,167.0,42,10,0.246
CUST01120,284.0,54,13,0.509
CUST01121,48.0,7,74,0.044
CUST01122,38.0,3,74,0.024
CUST01123,42.0,4,69,0.03
CUST01124,84.0,6,83,0.089
CUST01125,95.0,12,54,0.09
CUST01126,162.0,15,59,0.1
CUST01127,228.0,72,10,0.984
CUST01128,104.0,31,21,0.126
CUST01129,186.0,34,32,0.298
CUST01130,176.0,62,27,0.497
CUST01131,60.0,7,89,0.06
CUST01132,119.0,15,42,0.274
CUST01133,339.0,93,4,0.773
CUST01134,175.0,59,19,0.377
CUST01135,71.0,14,85,0.157
CUST01136,291.0,74,9,0.904
CUST01137,27.0,4,135,0.032
CUST01138,199.0,39,24,0.147
CUST01139,134.0,30,38,0.293
CUST01140,188.0,37,46,0.232
CUST01141,86.0,12,49,0.145
CUST01142,134.0,17,39,0.272
CUST01143,109.0,11,76,0.147
CUST01144,108.0,15,30,0.121
CUST01145,208.0,66,18,0.465
CUST01146,18.0,6,150,0.056
CUST01147,113.0,6,75,0.1
CUST01148,119.0,15,84,0.067
CUST01149,45.0,5,85,0.036
CUST01150,15.0,6,82,0.042
CUST01151,88.0,13,71,0.087
CUST01152,63.0,8,43,0.132
CUST01153,59.0,14,71,0.138
CUST01154,68.0,8,74,0.052
CUST01155,110.0,19,43,0.109
CUST01156,102.0,19,41,0.09
CUST01157,185.0,31,22,0.368
CUST01158,27.0,3,60,0.049
CUST01159,14.0,4,69,0.06
CUST01160,271.0,69,5,0.635
CUST01161,98.0,17,31,0.087
CUST01162,273.0,33,25,0.318
CUST01163,172.0,33,42,0.167
CUST01164,83.0,5,41,0.094
CUST01165,209.0,66,18,0.263
CUST01166,80.0,19,36,0.097
CUST01167,70.0,18,65,0.132
CUST01168,180.0,31,38,0.252
CUST01169,296.0,79,8,0.47
CUST01170,172.0,39,23,0.569
CUST01171,108.0,16,88,0.104
CUST01172,31.0,1,95,0.057
CUST01173,59.0,15,83,0.042
CUST01174,204.0,54,29,0.352
CUST01175,115.0,14,50,0.063
CUST01176,181.0,27,25,0.215
CUST01177,77.0,11,60,0.109
CUST01178,158.0,40,12,0.281
CUST01179,76.0,16,89,0.057
CUST01180,145.0,31,34,0.294
CUST01181,28.0,0,173,0.043
CUST01182,121.0,34,42,0.227
CUST01183,75.0,8,61,0.156
CUST01184,20.0,9,71,0.043
CUST01185,251.0,54,17,0.331
CUST01186,31.0,1,124,0.058
CUST01187,118.0,10,42,0.051
CUST01188,395.0,81,10,0.529
CUST01189,159.0,20,48,0.19
CUST01190,80.0,13,35,0.057
CUST01191,272.0,72,13,0.618
CUST01192,185.0,34,55,0.265
CUST01193,111.0,10,50,0.233
CUST01194,56.0,5,37,0.124
CUST01195,308.0,86,14,0.793
CUST01196,36.0,8,64,0.052
CUST01197,24.0,5,75,0.038
CUST01198,15.0,5,156,0.032
CUST01199,102.0,16,49,0.084
CUST01200,197.0,49,19,0.562
CUST01201,108.0,19,63,0.106
CUST01202,211.0,99,6,0.502
CUST01203,244.0,62,3,0.924
CUST01204,113.0,18,39,0.253
CUST01205,154.0,14,34,0.283
CUST01206,61.0,17,61,0.051
CUST01207,95.0,12,38,0.054
CUST01208,115.0,35,57,0.221
CUST01209,195.0,41,16,0.299
CUST01210,29.0,4,77,0.024
CUST01211,185.0,29,34,0.295
CUST01212,122.0,20,35,0.124
CUST01213,154.0,47,11,0.535
CUST01214,50.0,16,79,0.134
CUST01215,50.0,19,55,0.099
CUST01216,191.0,38,28,0.43
CUST01217,260.0,86,5,0.892
CUST01218,82.0,14,78,0.137
CUST01219,59.0,8,44,0.051
CUST01220,162.0,36,17,0.525
CUST01221,26.0,5,119,0.023
CUST01222,213.0,52,12,0.368
CUST01223,134.0,14,23,0.28
CUST01224,20.0,7,154,0.057
CUST01225,126.0,31,44,0.175
CUST01226,94.0,8,35,0.064
CUST01227,188.0,17,36,0.29
CUST01228,166.0,38,17,0.577
CUST01229,17.0,2,165,0.028
CUST01230,158.0,12,30,0.291
CUST01231,35.0,7,137,0.049
CUST01232,239.0,38,24,0.351
CUST01233,156.0,60,16,0.279
CUST01234,394.0,84,6,0.941
CUST01235,107.0,14,35,0.149
CUST01236,124.0,36,50,0.142
CUST01237,33.0,1,125,0.054
CUST01238,108.0,23,21,0.198
CUST01239,49.0,3,88,0.046
CUST01240,161.0,40,25,0.551
CUST01241,23.0,2,80,0.05
CUST01242,83.0,10,30,0.152
CUST01243,117.0,14,84,0.04
CUST01244,90.0,12,76,0.081
CUST01245,93.0,12,80,0.148
CUST01246,90.0,18,82,0.044
CUST01247,229.0,51,13,0.288
CUST01248,256.0,84,13,0.942
CUST01249,30.0,5,67,0.034
CUST01250,78.0,14,48,0.115
CUST01251,108.0,5,32,0.131
CUST01252,113.0,30,42,0.26
CUST01253,181.0,34,23,0.381
CUST01254,248.0,59,18,0.328
CUST01255,110.0,13,60,0.043
CUST01256,140.0,23,50,0.274
CUST01257,213.0,65,10,0.327
CUST01258,191.0,30,32,0.152
CUST01259,283.0,73,3,0.724
CUST01260,102.0,18,44,0.219
CUST01261,228.0,68,13,0.533
CUST01262,71.0,17,64,0.087
CUST01263,129.0,12,55,0.182
CUST01264,133.0,30,48,0.132
CUST01265,240.0,53,1,0.553
CUST01266,385.0,70,1,0.422
CUST01267,115.0,31,30,0.211
CUST01268,176.0,16,35,0.154
CUST01269,115.0,13,75,0.12
CUST01270,231.0,32,26,0.38
CUST01271,61.0,9,38,0.112
CUST01272,33.0,9,64,0.023
CUST01273,105.0,14,65,0.089
CUST01274,378.0,85,1,0.765
CUST01275,137.0,13,52,0.202
CUST01276,234.0,37,21,0.397
CUST01277,230.0,35,24,0.241
CUST01278,46.0,0,80,0.031
CUST01279,207.0,32,13,0.468
CUST01280,126.0,13,39,0.161
CUST01281,86.0,11,69,0.095
CUST01282,65.0,5,45,0.1
CUST01283,111.0,15,59,0.181
CUST01284,267.0,90,14,0.825
CUST01285,165.0,37,57,0.181
CUST01286,186.0,24,32,0.189
CUST01287,268.0,90,10,0.591
CUST01288,123.0,15,48,0.294
CUST01289,342.0,55,8,0.527
CUST01290,221.0,60,5,0.916
CUST01291,103.0,10,38,0.297
CUST01292,293.0,59,25,0.212
CUST01293,167.0,38,55,0.108
CUST01294,88.0,14,38,0.154
CUST01295,88.0,16,73,0.117
CUST01296,174.0,58,19,0.27
CUST01297,154.0,54,24,0.401
CUST01298,285.0,50,17,0.276
CUST01299,68.0,10,89,0.068
CUST01300,58.0,12,67,0.078
CUST01301,269.0,85,9,0.756
CUST01302,10.0,1,161,0.039
CUST01303,206.0,86,1,0.839
CUST01304,175.0,12,20,0.121
CUST01305,75.0,12,52,0.08
CUST01306,40.0,2,82,0.016
CUST01307,113.0,6,51,0.104
CUST01308,75.0,19,54,0.049
CUST01309,174.0,29,56,0.116
CUST01310,80.0,16,58,0.09
CUST01311,325.0,51,3,0.98
CUST01312,46.0,5,152,0.029
CUST01313,147.0,13,46,0.262
CUST01314,93.0,9,74,0.153
CUST01315,123.0,21,20,0.296
CUST01316,64.0,5,46,0.093
CUST01317,172.0,21,59,0.107
CUST01318,67.0,8,53,0.099
CUST01319,383.0,91,11,0.764
CUST01320,359.0,84,13,0.621
CUST01321,272.0,52,22,0.454
CUST01322,292.0,48,24,0.201
CUST01323,38.0,1,81,0.051
CUST01324,198.0,64,22,0.495
CUST01325,35.0,0,96,0.023
CUST01326,181.0,26,39,0.173
CUST01327,288.0,38,23,0.297
CUST01328,92.0,9,56,0.072
CUST01329,107.0,7,57,0.145
CUST01330,120.0,36,39,0.184
CUST01331,120.0,24,39,0.156
CUST01332,96.0,14,86,0.092
CUST01333,208.0,55,13,0.596
CUST01334,11.0,2,89,0.057
CUST01335,35.0,6,164,0.049
CUST01336,76.0,16,69,0.09
CUST01337,274.0,31,16,0.318
CUST01338,110.0,14,80,0.085
CUST01339,209.0,71,1,0.67
CUST01340,229.0,79,7,0.471
CUST01341,184.0,61,25,0.295
CUST01342,108.0,23,27,0.282
CUST01343,18.0,2,159,0.019
CUST01344,67.0,19,71,0.109
CUST01345,117.0,6,43,0.118
CUST01346,193.0,19,26,0.226
CUST01347,160.0,19,32,0.229
CUST01348,111.0,36,32,0.232
CUST01349,35.0,8,81,0.018
CUST01350,337.0,60,13,0.488
CUST01351,22.0,4,158,0.035
CUST01352,199.0,14,49,0.232
CUST01353,125.0,32,35,0.196
CUST01354,93.0,17,56,0.109
CUST01355,120.0,23,58,0.193
CUST01356,18.0,6,69,0.02
CUST01357,14.0,0,126,0.027
CUST01358,127.0,21,24,0.233
CUST01359,256.0,47,29,0.346
CUST01360,198.0,12,28,0.261
CUST01361,45.0,3,101,0.012
CUST01362,216.0,34,27,0.328
CUST01363,54.0,9,76,0.06
CUST01364,112.0,17,51,0.104
CUST01365,104.0,15,58,0.122
CUST01366,166.0,53,15,0.336
CUST01367,109.0,16,56,0.147
CUST01368,49.0,0,133,0.014
CUST01369,236.0,46,22,0.244
CUST01370,160.0,47,18,0.328
CUST01371,32.0,8,155,0.039
CUST01372,197.0,66,24,0.575
CUST01373,15.0,5,136,0.022
CUST01374,183.0,14,38,0.196
CUST01375,174.0,58,27,0.538
CUST01376,27.0,8,169,0.044
CUST01377,171.0,33,59,0.288
CUST01378,108.0,33,54,0.235
CUST01379,109.0,24,54,0.124
CUST01380,104.0,28,34,0.295
CUST01381,262.0,50,29,0.448
CUST01382,187.0,30,26,0.195
CUST01383,47.0,3,126,0.029
CUST01384,295.0,43,13,0.264
CUST01385,105.0,6,41,0.152
CUST01386,165.0,20,47,0.209
CUST01387,81.0,5,49,0.138
CUST01388,293.0,59,12,0.594
CUST01389,34.0,6,78,0.028
CUST01390,135.0,15,31,0.162
CUST01391,160.0,42,13,0.411
CUST01392,310.0,52,7,0.679
CUST01393,202.0,40,12,0.466
CUST01394,190.0,19,20,0.217
CUST01395,135.0,26,24,0.214
CUST01396,86.0,6,48,0.126
CUST01397,187.0,13,47,0.138
CUST01398,288.0,68,10,0.458
CUST01399,62.0,15,59,0.13
CUST01400,62.0,5,76,0.157
CUST01401,180.0,31,28,0.55
CUST01402,240.0,63,27,0.58
CUST01403,248.0,54,12,0.852
CUST01404,99.0,12,53,0.073
CUST01405,76.0,14,52,0.123
CUST01406,193.0,36,34,0.216
CUST01407,88.0,15,83,0.098
CUST01408,104.0,16,65,0.15
CUST01409,186.0,32,22,0.234
CUST01410,47.0,7,136,0.034
CUST01411,212.0,49,12,0.592
CUST01412,255.0,42,20,0.514
CUST01413,213.0,66,23,0.308
CUST01414,261.0,59,5,0.775
CUST01415,149.0,39,20,0.282
CUST01416,34.0,3,67,0.022
CUST01417,350.0,64,12,0.953
CUST01418,177.0,40,26,0.245
CUST01419,167.0,36,28,0.18
CUST01420,13.0,8,178,0.046
CUST01421,146.0,24,34,0.263
CUST01422,176.0,30,29,0.289
CUST01423,287.0,85,12,0.512
CUST01424,278.0,52,11,0.371
CUST01425,39.0,0,72,0.033
CUST01426,16.0,9,136,0.022
CUST01427,360.0,88,1,0.821
CUST01428,27.0,4,135,0.033
CUST01429,109.0,8,67,0.105
CUST01430,19.0,4,120,0.046
CUST01431,183.0,24,21,0.271
CUST01432,100.0,20,59,0.259
CUST01433,150.0,16,20,0.284
CUST01434,57.0,18,58,0.076
CUST01435,273.0,35,26,0.351
CUST01436,298.0,86,4,0.505
CUST01437,131.0,25,24,0.25
CUST01438,95.0,7,77,0.109
CUST01439,296.0,42,12,0.538
CUST01440,55.0,15,45,0.124
CUST01441,24.0,0,164,0.02
CUST01442,292.0,90,9,0.709
CUST01443,93.0,13,88,0.152
CUST01444,139.0,33,27,0.257
CUST01445,18.0,3,121,0.052
CUST01446,283.0,39,28,0.201
CUST01447,80.0,16,67,0.155
CUST01448,51.0,6,83,0.116
CUST01449,20.0,3,175,0.036
CUST01450,96.0,11,76,0.07
CUST01451,123.0,22,42,0.126
CUST01452,64.0,6,55,0.101
CUST01453,46.0,8,78,0.054
CUST01454,151.0,19,58,0.256
CUST01455,252.0,72,13,0.477
CUST01456,47.0,4,152,0.033
CUST01457,104.0,7,55,0.078
CUST01458,85.0,16,57,0.159
CUST01459,188.0,47,20,0.387
CUST01460,51.0,13,71,0.153
CUST01461,173.0,27,44,0.109
CUST01462,103.0,12,79,0.066
CUST01463,182.0,50,28,0.205
CUST01464,76.0,10,47,0.105
CUST01465,42.0,9,135,0.018
CUST01466,320.0,67,9,0.7
CUST01467,23.0,3,104,0.018
CUST01468,175.0,31,43,0.251
CUST01469,24.0,7,172,0.024
CUST01470,52.0,11,45,0.11
CUST01471,171.0,29,50,0.251
CUST01472,101.0,12,71,0.092
CUST01473,12.0,0,103,0.043
CUST01474,171.0,15,23,0.133
CUST01475,198.0,29,40,0.224
CUST01476,74.0,6,82,0.14
CUST01477,61.0,19,53,0.109
CUST01478,106.0,15,71,0.078
CUST01479,104.0,16,70,0.047
CUST01480,153.0,20,54,0.209
CUST01481,87.0,5,82,0.113
CUST01482,246.0,39,12,0.408
CUST01483,149.0,19,59,0.177
CUST01484,341.0,51,2,0.49
CUST01485,104.0,20,55,0.201
CUST01486,180.0,22,26,0.163
CUST01487,198.0,18,26,0.247
CUST01488,60.0,14,39,0.088
CUST01489,187.0,38,29,0.269
CUST01490,182.0,19,40,0.226
CUST01491,251.0,69,27,0.585
CUST01492,164.0,32,39,0.138
CUST01493,177.0,46,21,0.545
CUST01494,276.0,87,11,0.577
CUST01495,109.0,16,37,0.077
CUST01496,74.0,6,40,0.105
CUST01497,53.0,5,72,0.085
CUST01498,137.0,38,50,0.104
CUST01499,153.0,24,41,0.235
CUST01500,18.0,3,93,0.057
CUST01501,135.0,32,49,0.236
CUST01502,159.0,31,42,0.187
CUST01503,280.0,87,2,0.665
CUST01504,143.0,10,26,0.136
CUST01505,135.0,14,36,0.187
CUST01506,192.0,12,56,0.192
CUST01507,134.0,10,56,0.233
CUST01508,111.0,36,52,0.164
CUST01509,81.0,15,64,0.115
CUST01510,82.0,17,44,0.077
CUST01511,57.0,10,42,0.114
CUST01512,85.0,5,54,0.075
CUST01513,35.0,5,152,0.041
CUST01514,279.0,93,6,0.827
CUST01515,288.0,42,19,0.372
CUST01516,218.0,67,1,0.651
CUST01517,112.0,10,74,0.084
CUST01518,20.0,5,64,0.059
CUST01519,276.0,50,21,0.449
CUST01520,18.0,3,175,0.02
CUST01521,230.0,56,13,0.606
CUST01522,20.0,6,101,0.05
CUST01523,125.0,24,31,0.268
CUST01524,290.0,43,28,0.43
CUST01525,165.0,14,35,0.221
CUST01526,249.0,45,22,0.554
CUST01527,265.0,46,20,0.349
CUST01528,115.0,24,33,0.237
CUST01529,51.0,11,74,0.095
CUST01530,189.0,22,54,0.126
CUST01531,176.0,20,45,0.225
CUST01532,109.0,18,56,0.054
CUST01533,111.0,10,82,0.159
CUST01534,236.0,40,18,0.402
CUST01535,178.0,13,31,0.171
CUST01536,212.0,62,19,0.238
CUST01537,159.0,54,21,0.295
CUST01538,78.0,14,89,0.047
CUST01539,189.0,53,12,0.235
CUST01540,112.0,10,25,0.21
CUST01541,82.0,6,55,0.146
CUST01542,257.0,43,14,0.337
CUST01543,166.0,30,51,0.204
CUST01544,203.0,47,17,0.478
CUST01545,31.0,9,151,0.047
CUST01546,172.0,22,29,0.187
CUST01547,106.0,15,81,0.085
CUST01548,192.0,24,25,0.178
CUST01549,329.0,67,7,0.707
